year,player,team,cap_numer,cash_spent
2020,Tyler Bray,Bears,"$323,316 ","$323,316 "
2020,Brandon Allen,Bengals,"$291,176 ","$291,176 "
2020,Matt Moore,Chiefs,"$253,765 ","$253,765 "
2020,Tyler Huntley,Ravens,"$252,728 ","$252,728 "
2020,Reid Sinnett,Dolphins,"$189,364 ","$189,364 "
2020,Davis Webb,Bills,"$178,518 ","$178,518 "
2020,Clayton Thorson,Giants,"$172,564 ","$172,564 "
2020,Kurt Benkert,Falcons,"$170,282 ","$170,282 "
2020,Bryce Perkins,Rams,"$170,282 ","$170,282 "
2020,Cooper Rush,Cowboys,"$156,529 ","$156,529 "
2020,Jake Browning,Vikings,"$142,800 ","$142,800 "
2020,Nate Stanley,Vikings,"$142,800 ","$142,800 "
2020,Danny Etling,Seahawks,"$142,800 ","$142,800 "
2020,Devlin Hodges,Steelers,"$142,800 ","$142,800 "
2020,Taylor Heinicke,Commanders,"$132,353 ","$160,588 "
2020,Kevin Hogan,Bengals,"$113,529 ","$113,529 "
2020,Kyle Lauletta,Browns,"$100,800 ","$100,800 "
2020,Josh Johnson,49ers,"$96,000 ","$96,000 "
2020,Josh Rosen,49ers,"$88,235 ","$88,235 "
2020,DeShone Kizer,Titans,"$72,000 ","$72,000 "
2020,Kyle Sloter,Bears,"$67,200 ","$67,200 "
2020,Alex Tanney,Giants,"$60,000 ","$60,000 "
2020,Jacob Dolegala,Patriots,"$58,800 ","$58,800 "
2020,Mike White,Jets,"$50,400 ","$50,400 "
2020,Blake Bortles,Rams,"$44,118 ","$53,529 "
2020,Jake Rudock,Dolphins,"$44,118 ","$44,118 "
2020,Steven Montez,Commanders,"$35,882 ","$35,882 "
2020,Tommy Stevens,Panthers,"$35,882 ","$35,882 "
2020,Alex McGough,Seahawks,"$33,600 ","$33,600 "
2020,Jordan Ta'amu,Chiefs,"$25,200 ","$25,200 "
2020,Kyle Shurmur,Bengals,"$25,200 ","$25,200 "
2020,Trevor Siemian,Saints,"$24,000 ","$24,000 "
2020,Drew Stanton,Buccaneers,"$24,000 ","$24,000 "
2020,Tyler Huntley,Ravens,$0 ,$0 
2019,Matt Stafford,Lions,"$30,700,000 ","$19,500,000 "
2019,Aaron Rodgers,Packers,"$29,352,000 ","$29,260,000 "
2019,Kirk Cousins,Vikings,"$29,000,000 ","$28,000,000 "
2019,Russell Wilson,Seahawks,"$26,286,766 ","$70,000,000 "
2019,Ben Roethlisberger,Steelers,"$26,200,000 ","$45,000,000 "
2019,Eli Manning,Giants,"$23,200,000 ","$17,000,000 "
2019,Cam Newton,Panthers,"$23,200,000 ","$16,700,000 "
2019,Philip Rivers,Chargers,"$23,000,000 ","$16,000,000 "
2019,Drew Brees,Saints,"$22,700,000 ","$23,000,000 "
2019,Derek Carr,Raiders,"$22,500,000 ","$20,000,000 "
2019,Tom Brady,Patriots,"$21,500,000 ","$23,000,000 "
2019,Jameis Winston,Buccaneers,"$20,922,000 ","$20,922,000 "
2019,Marcus Mariota,Titans,"$20,922,000 ","$20,922,000 "
2019,Alex Smith,Commanders,"$20,100,000 ","$15,000,000 "
2019,Jimmy Garoppolo,49ers,"$20,000,000 ","$18,600,000 "
2019,Andy Dalton,Bengals,"$16,200,000 ","$16,200,000 "
2019,Matt Ryan,Falcons,"$15,800,000 ","$21,500,000 "
2019,Nick Foles,Jaguars,"$12,000,000 ","$30,125,000 "
2019,Jared Goff,Rams,"$10,629,577 ","$26,000,000 "
2019,Jacoby Brissett,Colts,"$8,525,000 ","$14,900,000 "
2019,Carson Wentz,Eagles,"$8,393,779 ","$17,087,683 "
2019,Mitchell Trubisky,Bears,"$7,917,937 ","$3,104,312 "
2019,Baker Mayfield,Browns,"$7,427,950 ","$1,965,590 "
2019,Sam Darnold,Jets,"$6,874,476 ","$1,854,895 "
2019,Kyler Murray,Cardinals,"$6,392,481 ","$24,084,924 "
2019,Chase Daniel,Bears,"$6,000,000 ","$6,000,000 "
2019,Ryan Fitzpatrick,Dolphins,"$5,500,000 ","$5,500,000 "
2019,Joe Flacco,Broncos,"$4,900,000 ","$18,500,000 "
2019,Josh Allen,Bills,"$4,814,326 ","$1,442,865 "
2019,Daniel Jones,Giants,"$4,666,192 ","$17,179,768 "
2019,Patrick Mahomes,Chiefs,"$4,479,808 ","$1,958,270 "
2019,Chad Henne,Chiefs,"$4,100,000 ","$2,550,000 "
2019,Deshaun Watson,Texans,"$3,778,495 ","$1,724,498 "
2019,Drew Stanton,Browns,"$3,765,625 ","$2,765,625 "
2019,Case Keenum,Commanders,"$3,500,000 ","$3,500,000 "
2019,Tyrod Taylor,Chargers,"$3,500,000 ","$6,000,000 "
2019,Colt McCoy,Commanders,"$3,375,000 ","$3,500,000 "
2019,Teddy Bridgewater,Saints,"$3,250,000 ","$7,250,000 "
2019,Nate Sudfeld,Eagles,"$3,095,000 ","$3,095,000 "
2019,A.J. McCarron,Texans,"$3,000,000 ","$3,000,000 "
2019,Brian Hoyer,Colts,"$3,000,000 ","$5,000,000 "
2019,Dwayne Haskins,Commanders,"$2,621,202 ","$8,999,808 "
2019,Josh McCown,Eagles,"$2,450,000 ","$2,000,000 "
2019,Ryan Tannehill,Titans,"$2,225,000 ","$4,500,000 "
2019,Lamar Jackson,Ravens,"$2,152,648 ","$910,530 "
2019,Dak Prescott,Cowboys,"$2,120,848 ","$2,025,000 "
2019,Trevor Siemian,Jets,"$2,000,000 ","$1,781,250 "
2019,Brett Hundley,Cardinals,"$1,875,000 ","$1,875,000 "
2019,Mike Glennon,Raiders,"$1,865,625 ","$1,950,000 "
2019,Matt Barkley,Bills,"$1,737,500 ","$1,575,000 "
2019,Blaine Gabbert,Buccaneers,"$1,593,750 ","$1,600,000 "
2019,Robert Griffin III,Ravens,"$1,500,000 ","$2,000,000 "
2019,Matt Schaub,Falcons,"$1,405,000 ","$1,780,000 "
2019,Josh Rosen,Dolphins,"$1,279,898 ","$1,279,898 "
2019,Drew Lock,Broncos,"$1,274,694 ","$3,613,776 "
2019,Ryan Griffin,Buccaneers,"$1,255,000 ","$1,255,000 "
2019,Blake Bortles,Rams,"$1,000,000 ","$1,000,000 "
2019,C.J. Beathard,49ers,"$962,358 ","$785,786 "
2019,DeShone Kizer,Raiders,"$914,856 ","$914,856 "
2019,Mason Rudolph,Steelers,"$891,333 ","$658,267 "
2019,Sean Mannion,Vikings,"$735,000 ","$895,000 "
2019,Joe Webb,Texans,"$735,000 ","$1,020,000 "
2019,Geno Smith,Seahawks,"$710,000 ","$870,000 "
2019,Will Grier,Panthers,"$700,545 ","$1,317,180 "
2019,Ryan Finley,Bengals,"$692,414 ","$1,284,656 "
2019,Jarrett Stidham,Patriots,"$654,028 ","$1,131,112 "
2019,Cooper Rush,Cowboys,"$646,668 ","$645,000 "
2019,Matt Moore,Chiefs,"$645,000 ","$1,030,000 "
2019,Brandon Allen,Broncos,"$645,000 ","$645,000 "
2019,Taysom Hill,Saints,"$645,000 ","$645,000 "
2019,Garrett Gilbert,Browns,"$632,500 ","$670,000 "
2019,Joshua Dobbs,Jaguars,"$607,059 ","$607,059 "
2019,Tim Boyle,Packers,"$572,000 ","$570,000 "
2019,Nick Mullens,49ers,"$570,000 ","$570,000 "
2019,Easton Stick,Chargers,"$564,655 ","$773,620 "
2019,Gardner Minshew,Jaguars,"$542,904 ","$686,616 "
2019,Alex Tanney,Giants,"$538,971 ","$501,471 "
2019,Trace McSorley,Ravens,"$535,172 ","$655,688 "
2019,Jeff Driskel,Lions,"$513,353 ","$513,353 "
2019,Jacob Dolegala,Bengals,"$496,666 ","$500,000 "
2019,David Blough,Lions,"$495,000 ","$495,000 "
2019,Kyle Allen,Panthers,"$495,000 ","$495,000 "
2019,David Fales,Jets,"$493,235 ","$615,588 "
2019,Paxton Lynch,Steelers,"$455,294 ","$455,294 "
2019,Devlin Hodges,Steelers,"$436,765 ","$436,765 "
2019,Nathan Peterman,Raiders,"$408,000 ","$408,000 "
2019,Matt Simms,Falcons,"$408,000 ","$408,000 "
2019,Cody Kessler,Patriots,"$381,176 ","$381,176 "
2019,Kurt Benkert,Falcons,"$378,000 ","$378,000 "
2019,Josh Woodrum,Commanders,"$378,000 ","$378,000 "
2019,Kyle Lauletta,Eagles,"$340,000 ","$340,000 "
2019,Jake Rudock,Dolphins,"$340,000 ","$340,000 "
2019,Alex McGough,Texans,"$320,298 ","$320,298 "
2019,Chad Kelly,Colts,"$268,235 ","$268,235 "
2019,Kyle Sloter,Lions,"$189,706 ","$189,706 "
2019,Jake Browning,Vikings,"$170,000 ","$170,000 "
2019,Davis Webb,Bills,"$162,000 ","$162,000 "
2019,Tyler Bray,Bears,"$137,500 ","$137,500 "
2019,Logan Woodside,Titans,"$136,000 ","$136,000 "
2019,Clayton Thorson,Cowboys,"$136,000 ","$136,000 "
2019,Manny Wilkins,Packers,"$136,000 ","$136,000 "
2019,John Wolford,Rams,"$136,000 ","$136,000 "
2019,Mike White,Jets,"$124,000 ","$124,000 "
2019,Brett Rypien,Broncos,"$116,468 ","$116,468 "
2019,Danny Etling,Falcons,"$72,000 ","$72,000 "
2019,Kyle Shurmur,Chiefs,"$64,000 ","$64,000 "
2019,Joe Callahan,Lions,"$32,000 ","$32,000 "
2019,Drew Anderson,Cardinals,"$29,118 ","$29,118 "
2019,J.T. Barrett,Steelers,"$8,000 ","$8,000 "
2018,Jimmy Garoppolo,49ers,"$37,000,000 ","$41,950,000 "
2018,Matt Stafford,Lions,"$26,500,000 ","$16,500,000 "
2018,Derek Carr,Raiders,"$25,000,000 ","$22,500,000 "
2018,Joe Flacco,Ravens,"$24,750,000 ","$12,000,000 "
2018,Andrew Luck,Colts,"$24,400,000 ","$18,000,000 "
2018,Kirk Cousins,Vikings,"$24,000,000 ","$26,000,000 "
2018,Drew Brees,Saints,"$24,000,000 ","$27,000,000 "
2018,Russell Wilson,Seahawks,"$23,786,764 ","$15,500,000 "
2018,Ben Roethlisberger,Steelers,"$23,200,000 ","$17,000,000 "
2018,Eli Manning,Giants,"$22,200,000 ","$16,000,000 "
2018,Tom Brady,Patriots,"$22,000,000 ","$15,000,000 "
2018,Philip Rivers,Chargers,"$22,000,000 ","$15,000,000 "
2018,Cam Newton,Panthers,"$21,500,000 ","$15,000,000 "
2018,Aaron Rodgers,Packers,"$20,900,000 ","$66,900,000 "
2018,Alex Smith,Commanders,"$18,400,000 ","$40,000,000 "
2018,Matt Ryan,Falcons,"$17,700,000 ","$52,500,000 "
2018,Andy Dalton,Bengals,"$16,300,000 ","$13,900,000 "
2018,Tyrod Taylor,Browns,"$16,000,000 ","$16,000,000 "
2018,Case Keenum,Broncos,"$15,000,000 ","$18,000,000 "
2018,Nick Foles,Eagles,"$13,600,000 ","$11,250,000 "
2018,Josh McCown,Jets,"$10,000,000 ","$10,000,000 "
2018,Blake Bortles,Jaguars,"$10,000,000 ","$20,000,000 "
2018,Ryan Tannehill,Dolphins,"$8,676,666 ","$17,500,000 "
2018,Jameis Winston,Buccaneers,"$7,941,903 ","$3,767,580 "
2018,Marcus Mariota,Titans,"$7,704,446 ","$3,736,905 "
2018,Jared Goff,Rams,"$7,619,365 ","$2,989,788 "
2018,Carson Wentz,Eagles,"$7,275,365 ","$2,875,122 "
2018,Mitchell Trubisky,Bears,"$6,598,281 ","$1,784,656 "
2018,Baker Mayfield,Browns,"$5,942,360 ","$22,329,440 "
2018,Sam Darnold,Jets,"$5,499,581 ","$20,558,324 "
2018,Matt Schaub,Falcons,"$4,500,000 ","$3,250,000 "
2018,Chase Daniel,Bears,"$4,000,000 ","$4,000,000 "
2018,Josh Allen,Bills,"$3,851,461 ","$13,965,844 "
2018,Patrick Mahomes,Chiefs,"$3,733,173 ","$1,211,635 "
2018,Colt McCoy,Commanders,"$3,600,000 ","$2,950,000 "
2018,Ryan Fitzpatrick,Buccaneers,"$3,300,000 ","$3,300,000 "
2018,Josh Rosen,Cardinals,"$3,199,593 ","$11,358,372 "
2018,Deshaun Watson,Texans,"$3,148,746 ","$1,094,749 "
2018,Chad Henne,Chiefs,"$2,600,000 ","$4,150,000 "
2018,Drew Stanton,Browns,"$2,500,000 ","$3,265,625 "
2018,Teddy Bridgewater,Saints,"$2,290,000 ","$5,000,000 "
2018,Blaine Gabbert,Titans,"$2,000,000 ","$2,500,000 "
2018,Mike Glennon,Cardinals,"$2,000,000 ","$5,000,000 "
2018,Trevor Siemian,Vikings,"$1,907,000 ","$1,907,000 "
2018,Lamar Jackson,Ravens,"$1,722,118 ","$5,448,472 "
2018,Ryan Griffin,Buccaneers,"$1,375,000 ","$1,600,000 "
2018,Robert Griffin III,Ravens,"$1,100,000 ","$1,100,000 "
2018,Sean Mannion,Rams,"$1,034,227 ","$877,778 "
2018,Geno Smith,Chargers,"$1,000,000 ","$1,000,000 "
2018,Brian Hoyer,Patriots,"$915,000 ","$915,000 "
2018,A.J. McCarron,Raiders,"$900,000 ","$900,000 "
2018,C.J. Beathard,49ers,"$801,965 ","$625,393 "
2018,Jacoby Brissett,Colts,"$760,076 ","$760,076 "
2018,Cody Kessler,Jaguars,"$758,098 ","$758,098 "
2018,Dak Prescott,Cowboys,"$725,848 ","$630,000 "
2018,Matt Cassel,Lions,"$720,000 ","$1,105,000 "
2018,David Fales,Dolphins,"$720,000 ","$880,000 "
2018,Brandon Weeden,Texans,"$720,000 ","$880,000 "
2018,Brock Osweiler,Dolphins,"$720,000 ","$880,000 "
2018,Mason Rudolph,Steelers,"$713,066 ","$1,412,264 "
2018,Brett Hundley,Seahawks,"$705,000 ","$705,000 "
2018,Joshua Dobbs,Steelers,"$694,781 ","$555,000 "
2018,DeShone Kizer,Packers,"$689,928 ","$689,928 "
2018,Taylor Heinicke,Panthers,"$689,000 ","$689,000 "
2018,Kyle Lauletta,Giants,"$656,925 ","$1,187,700 "
2018,Kevin Hogan,Broncos,"$630,000 ","$630,000 "
2018,Joe Webb,Texans,"$630,000 ","$915,000 "
2018,Jeff Driskel,Bengals,"$630,000 ","$630,000 "
2018,Nate Sudfeld,Eagles,"$630,000 ","$630,000 "
2018,Matt Barkley,Bills,"$618,235 ","$1,018,235 "
2018,Cooper Rush,Cowboys,"$556,666 ","$555,000 "
2018,Alex Tanney,Giants,"$555,000 ","$555,000 "
2018,Brad Kaaya,Colts,"$555,000 ","$555,000 "
2018,Kyle Sloter,Vikings,"$555,000 ","$555,000 "
2018,Taysom Hill,Saints,"$555,000 ","$555,000 "
2018,Mike White,Cowboys,"$534,389 ","$697,556 "
2018,Derek Anderson,Bills,"$503,236 ","$775,001 "
2018,Tim Boyle,Packers,"$482,000 ","$486,000 "
2018,Nick Mullens,49ers,"$395,294 ","$395,294 "
2018,Luke Falk,Dolphins,"$390,529 ","$390,529 "
2018,Jake Rudock,Lions,"$340,000 ","$340,000 "
2018,Davis Webb,Jets,"$261,176 ","$261,176 "
2018,Mark Sanchez,Commanders,"$222,353 ","$322,941 "
2018,Tom Savage,Bengals,"$207,353 ","$207,353 "
2018,Josh Johnson,Commanders,"$148,235 ","$215,294 "
2018,Kurt Benkert,Falcons,"$129,200 ","$129,200 "
2018,Alex McGough,Seahawks,"$129,200 ","$129,200 "
2018,Chase Litton,Chiefs,"$129,200 ","$129,200 "
2018,Cardale Jones,Chargers,"$129,200 ","$129,200 "
2018,Danny Etling,Patriots,"$129,200 ","$129,200 "
2018,Brandon Allen,Rams,"$114,000 ","$114,000 "
2018,Garrett Grayson,Broncos,"$76,000 ","$76,000 "
2018,Connor Cook,Bengals,"$60,800 ","$60,800 "
2018,Kyle Allen,Panthers,"$56,471 ","$56,471 "
2018,Chad Kanoff,Cardinals,"$30,400 ","$30,400 "
2018,Tanner Lee,Jaguars,"$28,235 ","$28,235 "
2018,Nathan Peterman,Raiders,"$15,200 ","$15,200 "
2018,J.T. Barrett,Saints,"$7,600 ","$7,600 "
2018,Phillip Walker,Colts,"$7,600 ","$7,600 "
2018,Nathan Peterman,Raiders,$0 ,$0 
2017,Joe Flacco,Ravens,"$24,550,000 ","$6,000,000 "
2017,Carson Palmer,Cardinals,"$24,125,000 ","$17,500,000 "
2017,Kirk Cousins,Commanders,"$23,943,600 ","$23,943,600 "
2017,Matt Ryan,Falcons,"$23,750,000 ","$15,750,000 "
2017,Ryan Tannehill,Dolphins,"$20,300,000 ","$18,000,000 "
2017,Aaron Rodgers,Packers,"$20,300,000 ","$13,312,500 "
2017,Cam Newton,Panthers,"$20,166,000 ","$13,660,000 "
2017,Eli Manning,Giants,"$19,700,000 ","$13,500,000 "
2017,Andrew Luck,Colts,"$19,400,000 ","$13,000,000 "
2017,Drew Brees,Saints,"$19,000,000 ","$13,000,000 "
2017,Ben Roethlisberger,Steelers,"$18,200,000 ","$12,000,000 "
2017,Philip Rivers,Chargers,"$18,000,000 ","$14,000,000 "
2017,Sam Bradford,Vikings,"$18,000,000 ","$18,000,000 "
2017,Alex Smith,Chiefs,"$16,900,000 ","$13,300,000 "
2017,Matt Stafford,Lions,"$16,500,000 ","$51,000,000 "
2017,Derek Carr,Raiders,"$15,731,691 ","$25,175,000 "
2017,Andy Dalton,Bengals,"$15,700,000 ","$13,300,000 "
2017,Russell Wilson,Seahawks,"$14,626,470 ","$12,600,000 "
2017,Mike Glennon,Bears,"$14,000,000 ","$16,000,000 "
2017,Tom Brady,Patriots,"$14,000,000 ","$1,000,000 "
2017,Jay Cutler,Dolphins,"$10,000,000 ","$10,000,000 "
2017,Tyrod Taylor,Bills,"$9,713,334 ","$14,500,000 "
2017,Jameis Winston,Buccaneers,"$6,913,985 ","$2,739,662 "
2017,Marcus Mariota,Titans,"$6,603,811 ","$2,636,270 "
2017,Blake Bortles,Jaguars,"$6,571,983 ","$3,236,565 "
2017,Josh McCown,Jets,"$6,500,000 ","$7,625,000 "
2017,Jared Goff,Rams,"$6,349,471 ","$1,719,894 "
2017,Carson Wentz,Eagles,"$6,062,804 ","$1,662,561 "
2017,Mitchell Trubisky,Bears,"$5,278,625 ","$19,719,500 "
2017,Drew Stanton,Cardinals,"$4,150,000 ","$3,050,000 "
2017,Ryan Fitzpatrick,Buccaneers,"$3,675,000 ","$3,000,000 "
2017,Colt McCoy,Commanders,"$3,600,000 ","$3,000,000 "
2017,Chad Henne,Jaguars,"$3,500,000 ","$3,500,000 "
2017,Matt Schaub,Falcons,"$3,500,000 ","$4,750,000 "
2017,Patrick Mahomes,Chiefs,"$2,986,538 ","$10,551,152 "
2017,Matt Cassel,Titans,"$2,750,000 ","$2,750,000 "
2017,Deshaun Watson,Texans,"$2,518,997 ","$8,680,988 "
2017,Derek Anderson,Panthers,"$2,243,750 ","$1,750,000 "
2017,Landry Jones,Steelers,"$2,200,000 ","$2,500,000 "
2017,Teddy Bridgewater,Vikings,"$2,179,387 ","$1,354,023 "
2017,Paxton Lynch,Broncos,"$2,153,706 ","$880,741 "
2017,Matt Moore,Dolphins,"$2,150,000 ","$1,775,000 "
2017,Ryan Mallett,Ravens,"$2,000,000 ","$2,000,000 "
2017,Mark Sanchez,Bears,"$2,000,000 ","$2,000,000 "
2017,Scott Tolzien,Colts,"$2,000,000 ","$1,750,000 "
2017,Case Keenum,Vikings,"$1,906,250 ","$2,000,000 "
2017,Nick Foles,Eagles,"$1,600,000 ","$4,000,000 "
2017,Tyler Bray,Chiefs,"$1,318,750 ","$1,756,250 "
2017,Ryan Griffin,Buccaneers,"$1,150,000 ","$1,150,000 "
2017,Geno Smith,Giants,"$1,087,500 ","$1,200,000 "
2017,Christian Hackenberg,Jets,"$1,059,160 ","$661,832 "
2017,Chase Daniel,Saints,"$900,000 ","$900,000 "
2017,DeShone Kizer,Browns,"$899,711 ","$2,203,844 "
2017,Blaine Gabbert,Cardinals,"$895,000 ","$855,000 "
2017,Sean Mannion,Rams,"$886,486 ","$730,037 "
2017,Brock Osweiler,Broncos,"$775,000 ","$775,000 "
2017,Cody Kessler,Browns,"$770,246 ","$604,049 "
2017,Tom Savage,Texans,"$765,146 ","$690,000 "
2017,Bryce Petty,Jets,"$753,424 ","$615,000 "
2017,A.J. McCarron,Bengals,"$735,413 ","$690,000 "
2017,Austin Davis,Seahawks,"$695,000 ","$855,000 "
2017,Connor Cook,Raiders,"$694,972 ","$540,000 "
2017,Brett Hundley,Packers,"$670,908 ","$615,000 "
2017,Davis Webb,Giants,"$656,605 ","$1,231,420 "
2017,C.J. Beathard,49ers,"$641,572 ","$1,171,288 "
2017,E.J. Manuel,Raiders,"$640,000 ","$800,000 "
2017,Dak Prescott,Cowboys,"$635,848 ","$540,000 "
2017,Brandon Weeden,Titans,"$634,835 ","$634,835 "
2017,Trevor Siemian,Broncos,"$628,196 ","$615,000 "
2017,Kellen Clemens,Chargers,"$615,000 ","$1,000,000 "
2017,Zac Dysert,Cowboys,"$615,000 ","$615,000 "
2017,Joshua Dobbs,Steelers,"$604,781 ","$1,024,124 "
2017,Jacoby Brissett,Colts,"$580,038 ","$580,038 "
2017,Cardale Jones,Chargers,"$540,000 ","$540,000 "
2017,Jake Rudock,Lions,"$540,000 ","$540,000 "
2017,Kevin Hogan,Browns,"$540,000 ","$540,000 "
2017,Nathan Peterman,Bills,"$524,877 ","$704,508 "
2017,Brandon Allen,Rams,"$519,176 ","$519,176 "
2017,Brian Hoyer,Patriots,"$476,471 ","$476,471 "
2017,Cooper Rush,Cowboys,"$466,666 ","$470,000 "
2017,Taysom Hill,Saints,"$465,000 ","$465,000 "
2017,Kyle Sloter,Vikings,"$437,647 ","$437,647 "
2017,Jimmy Garoppolo,49ers,"$434,158 ","$434,158 "
2017,T.J. Yates,Texans,"$410,294 ","$410,294 "
2017,David Fales,Dolphins,"$405,882 ","$405,882 "
2017,Chad Kelly,Broncos,"$364,071 ","$412,284 "
2017,Alex Tanney,Titans,"$363,000 ","$363,000 "
2017,Jeff Driskel,Bengals,"$363,000 ","$363,000 "
2017,Matt Barkley,Cardinals,"$319,118 ","$319,118 "
2017,Garrett Gilbert,Panthers,"$300,882 ","$300,882 "
2017,Nate Sudfeld,Eagles,"$285,882 ","$285,882 "
2017,Brandon Doughty,Dolphins,"$202,400 ","$202,400 "
2017,Josh Woodrum,Ravens,"$192,000 ","$192,000 "
2017,Trevone Boykin,Seahawks,"$122,400 ","$122,400 "
2017,Phillip Walker,Colts,"$122,400 ","$122,400 "
2017,Trevor Knight,Falcons,"$122,400 ","$122,400 "
2017,Nick Mullens,49ers,"$122,400 ","$122,400 "
2017,Taylor Heinicke,Texans,"$108,529 ","$108,529 "
2017,Max McCaffrey,49ers,"$82,059 ","$82,059 "
2017,Kellen Moore,Cowboys,"$64,800 ","$64,800 "
2017,Joe Callahan,Packers,"$63,529 ","$63,529 "
2017,Josh Johnson,Texans,"$52,941 ","$52,941 "
2017,Garrett Grayson,Falcons,"$50,400 ","$50,400 "
2017,Brad Kaaya,Colts,"$27,353 ","$27,353 "
2017,Joel Stave,Jets,"$21,600 ","$21,600 "
2017,Alek Torgersen,Lions,"$7,200 ","$7,200 "
2016,Eli Manning,Giants,"$24,200,000 ","$18,000,000 "
2016,Ben Roethlisberger,Steelers,"$23,950,000 ","$17,750,000 "
2016,Matt Ryan,Falcons,"$23,750,000 ","$15,750,000 "
2016,Joe Flacco,Ravens,"$22,550,000 ","$44,000,000 "
2016,Matt Stafford,Lions,"$22,500,000 ","$17,000,000 "
2016,Tony Romo,Cowboys,"$20,835,000 ","$8,500,000 "
2016,Colin Kaepernick,49ers,"$20,231,507 ","$14,300,000 "
2016,Kirk Cousins,Commanders,"$19,953,000 ","$19,953,000 "
2016,Cam Newton,Panthers,"$19,500,000 ","$23,000,000 "
2016,Aaron Rodgers,Packers,"$19,250,000 ","$12,600,000 "
2016,Russell Wilson,Seahawks,"$18,542,000 ","$12,342,000 "
2016,Andrew Luck,Colts,"$18,400,000 ","$44,000,000 "
2016,Carson Palmer,Cardinals,"$18,375,000 ","$18,500,000 "
2016,Alex Smith,Chiefs,"$17,800,000 ","$14,200,000 "
2016,Drew Brees,Saints,"$17,250,000 ","$31,250,000 "
2016,Jay Cutler,Bears,"$17,000,000 ","$16,000,000 "
2016,Philip Rivers,Chargers,"$16,500,000 ","$16,500,000 "
2016,Tom Brady,Patriots,"$13,764,706 ","$28,764,706 "
2016,Andy Dalton,Bengals,"$13,100,000 ","$10,700,000 "
2016,Brock Osweiler,Texans,"$12,000,000 ","$21,000,000 "
2016,Ryan Tannehill,Dolphins,"$11,640,000 ","$9,340,000 "
2016,Ryan Fitzpatrick,Jets,"$7,000,000 ","$12,000,000 "
2016,Sam Bradford,Vikings,"$7,000,000 ","$7,000,000 "
2016,Tyrod Taylor,Bills,"$6,913,333 ","$9,500,000 "
2016,Jameis Winston,Buccaneers,"$5,761,654 ","$1,587,331 "
2016,Blake Bortles,Jaguars,"$5,633,128 ","$2,297,710 "
2016,Marcus Mariota,Titans,"$5,503,176 ","$1,535,635 "
2016,Jared Goff,Rams,"$5,079,577 ","$18,968,308 "
2016,Robert Griffin III,Browns,"$5,046,875 ","$7,500,000 "
2016,Josh McCown,Browns,"$5,041,666 ","$4,375,000 "
2016,Chase Daniel,Eagles,"$5,000,000 ","$7,000,000 "
2016,Carson Wentz,Eagles,"$4,850,243 ","$18,050,972 "
2016,Chad Henne,Jaguars,"$4,750,000 ","$4,500,000 "
2016,Case Keenum,Rams,"$3,635,000 ","$3,635,000 "
2016,Shaun Hill,Vikings,"$3,250,000 ","$3,250,000 "
2016,E.J. Manuel,Bills,"$2,827,141 ","$1,616,632 "
2016,Matt McGloin,Raiders,"$2,553,000 ","$2,553,000 "
2016,Drew Stanton,Cardinals,"$2,500,000 ","$3,500,000 "
2016,Blaine Gabbert,49ers,"$2,300,000 ","$2,000,000 "
2016,Mark Sanchez,Cowboys,"$2,000,000 ","$2,000,000 "
2016,Brian Hoyer,Bears,"$2,000,000 ","$2,000,000 "
2016,Matt Cassel,Titans,"$2,000,000 ","$2,000,000 "
2016,Derek Anderson,Panthers,"$1,950,000 ","$1,443,750 "
2016,Teddy Bridgewater,Vikings,"$1,868,046 ","$1,042,682 "
2016,Mike Glennon,Buccaneers,"$1,830,375 ","$1,671,000 "
2016,Colt McCoy,Commanders,"$1,800,000 ","$3,000,000 "
2016,Nick Foles,Chiefs,"$1,750,000 ","$1,750,000 "
2016,Matt Schaub,Falcons,"$1,750,000 ","$1,750,000 "
2016,Brandon Weeden,Texans,"$1,737,500 ","$1,850,000 "
2016,Paxton Lynch,Broncos,"$1,722,965 ","$5,541,860 "
2016,Geno Smith,Jets,"$1,597,146 ","$1,089,491 "
2016,Ryan Mallett,Ravens,"$1,500,000 ","$1,500,000 "
2016,Scott Tolzien,Colts,"$1,500,000 ","$1,750,000 "
2016,Derek Carr,Raiders,"$1,465,037 ","$908,346 "
2016,Matt Moore,Dolphins,"$1,400,000 ","$1,775,000 "
2016,Luke McCown,Saints,"$1,250,000 ","$1,500,000 "
2016,Jimmy Garoppolo,Patriots,"$950,154 ","$736,718 "
2016,Christian Hackenberg,Jets,"$847,328 ","$2,039,312 "
2016,Christian Ponder,49ers,"$800,000 ","$800,000 "
2016,Ryan Nassib,Giants,"$788,400 ","$675,000 "
2016,Landry Jones,Steelers,"$784,805 ","$675,000 "
2016,Sean Mannion,Rams,"$738,734 ","$582,285 "
2016,Dan Orlovsky,Lions,"$680,000 ","$1,065,000 "
2016,Kellen Clemens,Chargers,"$680,000 ","$1,065,000 "
2016,Tom Savage,Texans,"$675,146 ","$600,000 "
2016,Bryce Petty,Jets,"$663,424 ","$525,000 "
2016,A.J. McCarron,Bengals,"$645,413 ","$600,000 "
2016,Tyler Bray,Chiefs,"$620,000 ","$700,000 "
2016,Cody Kessler,Browns,"$616,197 ","$1,114,788 "
2016,Connor Cook,Raiders,"$604,972 ","$1,069,888 "
2016,Zach Mettenberger,Steelers,"$600,000 ","$600,000 "
